Entity,Definition,Attr_Name,Attr_Type,Attr_Desc
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,Decomposes,SET [0:1] OF IfcRelAggregates FOR RelatedObjects,References to the decomposition relationship being an aggregation. It determines that this object definition is a part within an unordered whole/part decomposition relationship. An object definition can only be part of a single decomposition (to allow hierarchical structures only). IFC4-CHANGE The inverse attribute datatype has been changed from the supertype IfcRelDecomposes to subtype IfcRelAggregates .
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,HasAssociations,SET [0:?] OF IfcRelAssociates FOR RelatedObjects,"Reference to the relationship objects, that associates external references or other resource definitions to the object. Examples are the association to library, documentation or classification."
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,ObjectType,OPTIONAL IfcLabel,"The type denotes a particular type that indicates the object further. The use has to be established at the level of instantiable subtypes. In particular it holds the user defined type, if the enumeration of the attribute PredefinedType is set to USERDEFINED or when the concrete entity instantiated does not have a PredefinedType attribute. The latter is the case in some exceptional leaf classes and when instantiating IfcBuiltElement directly."
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,IsDeclaredBy,SET [0:1] OF IfcRelDefinesByObject FOR RelatedObjects,"Link to the relationship object pointing to the declaring object that provides the object definitions for this object occurrence. The declaring object has to be part of an object type decomposition. The associated IfcObject , or its subtypes, contains the specific information (as part of a type, or style, definition), that is common to all reflected instances of the declaring IfcObject , or its subtypes. IFC4-CHANGE New inverse relationship, change made with upward compatibility for file based exchange."
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,Declares,SET [0:?] OF IfcRelDefinesByObject FOR RelatingObject,"Link to the relationship object pointing to the reflected object(s) that receives the object definitions. The reflected object has to be part of an object occurrence decomposition. The associated IfcObject , or its subtypes, provides the specific information (as part of a type, or style, definition), that is common to all reflected instances of the declaring IfcObject , or its subtypes. IFC4-CHANGE New inverse relationship, change made with upward compatibility for file based exchange."
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,IsTypedBy,SET [0:1] OF IfcRelDefinesByType FOR RelatedObjects,"Set of relationships to the object type that provides the type definitions for this object occurrence. The then associated IfcTypeObject , or its subtypes, contains the specific information (or type, or style), that is common to all instances of IfcObject , or its subtypes, referring to the same type. IFC4-CHANGE New inverse relationship, the link to IfcRelDefinesByType was previously included in the inverse relationship IfcRelDefines . Change made with upward compatibility for file based exchange."
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,IsDefinedBy,SET [0:?] OF IfcRelDefinesByProperties FOR RelatedObjects,Set of relationships to property set definitions attached to this object. Those statically or dynamically defined properties contain alphanumeric information content that further defines the object. IFC4-CHANGE The data type has been changed from IfcRelDefines to IfcRelDefinesByProperties with upward compatibility for file based exchange.
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,ObjectPlacement,OPTIONAL IfcObjectPlacement,"This establishes the object coordinate system and placement of the product in space. The placement can either be absolute (relative to the world coordinate system), relative (relative to the object placement of another product), or constrained (e.g. relative to grid axes, or to a linear positioning element). The type of placement is determined by the various subtypes of IfcObjectPlacement . An object placement must be provided if a representation is present."
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,Representation,OPTIONAL IfcProductRepresentation,"Reference to the representations of the product, being either a representation ( IfcProductRepresentation ) or as a special case of a shape representation ( IfcProductDefinitionShape ). The product definition shape provides for multiple geometric representations of the shape property of the object within the same object coordinate system, defined by the object placement."
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,ReferencedBy,SET [0:?] OF IfcRelAssignsToProduct FOR RelatingProduct,"Reference to the IfcRelAssignsToProduct relationship, by which other products, processes, controls, resources or actors (as subtypes of IfcObjectDefinition ) can be related to this product."
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,PositionedRelativeTo,SET [0:?] OF IfcRelPositions FOR RelatedProducts,"Reference to the IfcRelPositions relationship, which defines its relationship with a positioning element."
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,ReferencedInStructures,SET [0:?] OF IfcRelReferencedInSpatialStructure FOR RelatedElements,Reference to the objectified relationship IfcRelReferencedInSpatialStructure may be used to relate a product to one or more spatial structure elements in addition to the one in which it is primarily contained.
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,LongName,OPTIONAL IfcLabel,"Long name for a spatial structure element, used for informal purposes. It should be used, if available, in conjunction with the inherited Name attribute. NOTE In many scenarios the Name attribute refers to the short name or number of a spatial element, and the LongName refers to the full descriptive name."
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,ContainsElements,SET [0:?] OF IfcRelContainedInSpatialStructure FOR RelatingStructure,"Set of spatial containment relationships, that holds those elements, which are contained within this element of the project spatial structure. NOTE The spatial containment relationship, established by IfcRelContainedInSpatialStructure , is required to be an hierarchical relationship, where each element can only be assigned to 0 or 1 spatial structure element."
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,ServicedBySystems,SET [0:?] OF IfcRelServicesBuildings FOR RelatedBuildings,"Set of relationships to systems, that provides a certain service to the spatial element for which it is defined. The relationship is handled by the objectified relationship IfcRelServicesBuildings . IFC4-CHANGE The inverse attribute has been promoted to the new supertype IfcSpatialElement with upward compatibility for file based exchange."
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,ReferencesElements,SET [0:?] OF IfcRelReferencedInSpatialStructure FOR RelatingStructure,"Set of spatial reference relationships, that holds those elements, which are referenced, but not contained, within this element of the project spatial structure. NOTE The spatial reference relationship, established by IfcRelReferencedInSpatialStructure , is not required to be an hierarchical relationship, i.e. each element can be assigned to 0, 1 or many spatial structure elements. EXAMPLE A curtain wall maybe contained in the ground floor, but maybe referenced in all floors, it reaches. IFC2x3-CHANGE The inverse attribute has been added with upward compatibility for file based exchange."
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,IsInterferedByElements,SET [0:?] OF IfcRelInterferesElements FOR RelatedElement,"Reference to the interference relationship to indicate the spatial element that is interfered. The relationship, if provided, indicates that this spatial element has an interference with one or many other spatial elements. NOTE There is no indication of precedence between IsInterferedByElements and InterferesElements . Orientated interference is defined by IfcRelInterferesElements .ImpliedOrder or IfcRelInterferesElements .InterferenceType . IFC4x3-CHANGE New inverse relationship."
IfcBuilding,IFC 4.3.2.20250608 (IFC4X3_ADD2) under development,InterferesElements,SET [0:?] OF IfcRelInterferesElements FOR RelatingElement,"Reference to the interference relationship to indicate the spatial element that interferes. The relationship, if provided, indicates that this spatial element has an interference with one or many other spatial elements. NOTE There is no indication of precedence between IsInterferedByElements and InterferesElements . Orientated interference is defined by IfcRelInterferesElements .ImpliedOrder or IfcRelInterferesElements .InterferenceType . IFC4x3-CHANGE New inverse relationship."
